,Code,Year,Coal rents (% of GDP),Current health expenditure (% of GDP),Exports of goods and services (% of GDP),Forest rents (% of GDP),Fuel exports (% of merchandise exports),Fuel imports (% of merchandise imports),GDP (constant 2015 US$),GDP (current US$),Gini index,"Government expenditure on education, total (% of GDP)",Imports of goods and services (% of GDP),"Inflation, consumer prices (annual %)",Manufactures exports (% of merchandise exports),Manufactures imports (% of merchandise imports),Merchandise exports (current US$),Merchandise imports (current US$),Merchandise trade (% of GDP),Military expenditure (% of GDP),Mineral rents (% of GDP),Natural gas rents (% of GDP),Oil rents (% of GDP),"Population, total",Research and development expenditure (% of GDP),Ores and metals exports (% of merchandise exports),Ores and metals imports (% of merchandise imports),Total natural resources rents (% of GDP),Human Development Index,GDP_pc
0,AFG,1998,,,,1.00914820404965,,,7228795956.44078,3825701405.51958,,,,,,,159000000.0,462000000.0,,,0.0,0.231561307228384,,18493132,,,,1.27614880703829,0.324,390.8908429594716
1,AFG,1999,,,,1.00914820404965,,,7228795956.44078,3825701405.51958,,,,,,,166000000.0,1012000000.0,,,0.0,0.231561307228384,,19262847,,,,1.27614880703829,0.332,375.27142049359475
2,AFG,2000,,,,1.00914820404965,,,7228795956.44078,3825701405.51958,,,,,,,137000000.0,1176000000.0,,,0.0,0.231561307228384,,19542982,,,,1.27614880703829,0.335,369.8921667348811
3,AFG,2001,,,,1.00914820404965,,,7228795956.44078,3825701405.51958,,,,,,,68000000.0,1696000000.0,,,0.0,0.231561307228384,,19688632,,,,1.27614880703829,0.337,367.1558265927658
4,AFG,2002,0.0046500199767601,9.44339085,,1.00914820404965,,,7228795956.44078,3825701405.51958,,,,,,,100000000.0,2452000000.0,66.7067219704619,,0.0,0.231561307228384,0.030789275783499,21000256,,,,1.27614880703829,0.362,344.2241826214299
5,AFG,2003,0.0074727484840848,8.94125843,,0.661477338208322,,,7867263297.8222,4520946849.32079,,,,,,,144000000.0,2101000000.0,49.6577392927607,,0.0,0.036729700085138,0.0256328025661278,22645130,,,,0.731312589343673,0.376,347.41524106164104
6,AFG,2004,0.0165437838421436,9.80847359,,0.38846867792281,,,7978515682.69705,5224896718.67782,,,,,,,305000000.0,2177000000.0,47.503331331458,2.43125378739118,0.0,0.0283021705785469,0.0256051597697051,23553551,,,,0.458919792113206,0.392,338.7393978384427
7,AFG,2005,0.0109135244434021,9.94828892,,0.333337690055055,,,8874480241.02355,6203256497.09044,,,,12.6862687216715,,,384000000.0,2471000000.0,46.0242132715147,1.99206569856085,0.0,0.0230939370293463,0.0258476198749782,24411191,,,,0.393192771402782,0.4,363.54146919843237
8,AFG,2006,0.0112063527032708,10.62276554,,0.453987419670516,,,9349921933.98889,6971758332.88917,,4.68476057052612,,6.78459655001657,,,416000000.0,2744000000.0,45.3257248618723,1.89623399634252,0.0,0.0175735938615238,0.0214070372585048,25442944,,,,0.504174403493816,0.409,367.48585124382186
9,AFG,2007,0.0770462649096367,9.90467453,,0.343956662065522,,,10642672018.0685,9747886104.53251,,4.17489528656006,,8.68057078513405,,,454000000.0,3022000000.0,35.6590132745165,2.56626735198569,0.0,0.0140511789653461,0.0144464639818204,25903301,,,,0.449500569922326,0.424,410.86161250523634
10,AFG,2008,0.221132916238516,10.25649548,,0.348530008988848,,16.1456650034138,11060395172.9653,10109296957.6569,,4.38367223739624,,26.4186641547445,34.6842609640487,57.6277163067244,540000000.0,3020000000.0,35.2151095660872,2.335545701939,0.0,0.0162665856535653,0.015736313879498,26427199,,,4.7245757056717,0.601665824760427,0.43,418.5231727723131
11,AFG,2009,0.128832445822436,9.81848717,,0.280320567708532,,23.6249054676187,13426272142.8283,12416152648.0573,,4.81063985824585,,-6.81116108898993,18.0432967688961,16.661688583446,403000000.0,3336000000.0,30.1139983212516,2.08741255278385,0.0,0.0102634444245309,0.0052417380028876,27385307,,0.137976802486954,0.216327171779355,0.424658195958387,0.44,490.2728365553215
